BIOGUIDE_ID,OFFICE,QUARTER,PROGRAM,CATEGORY,DATE,TRANSCODE,RECORDID,PAYEE,START DATE,END DATE,PURPOSE,AMOUNT,YEAR,RECIP (orig.)
W000814,HON. RANDY K. WEBER  SR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/7/2017,AP,E0485576,BURNETT BRADIE N.,1/11/2017,1/11/2017,FOOD & BEVERAGE,15,2017,BURNETT BRADIE N.
W000814,HON. RANDY K. WEBER  SR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/9/2017,AP,E0485926,WEBB JEDADIAH P.,1/31/2017,1/31/2017,FOOD & BEVERAGE,25,2017,WEBB JEDADIAH P.
W000814,HON. RANDY K. WEBER  SR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/16/2017,AP,902686,BOISE CASCADE COMPANY,1/10/2017,1/10/2017,FOOD & BEVERAGE,152.88,2017,BOISE CASCADE COMPANY
W000814,HON. RANDY K. WEBER  SR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/16/2017,AP,902686,BOISE CASCADE COMPANY,1/23/2017,1/23/2017,FOOD & BEVERAGE,61.94,2017,BOISE CASCADE COMPANY
W000814,HON. RANDY K. WEBER  SR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906777,BOISE CASCADE COMPANY,2/1/2017,2/1/2017,FOOD & BEVERAGE,109.69,2017,BOISE CASCADE COMPANY
W000814,HON. RANDY K. WEBER  SR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/7/2017,AP,E0493367,HOPPER BLAKE S.,1/10/2017,1/10/2017,FOOD & BEVERAGE,25,2017,HOPPER BLAKE S.
W000814,HON. RANDY K. WEBER  SR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/7/2017,AP,E0493614,WEBB JEDADIAH P.,2/9/2017,2/28/2017,FOOD & BEVERAGE,80,2017,WEBB JEDADIAH P.
W000814,HON. RANDY K. WEBER  SR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912383,BOISE CASCADE COMPANY,3/7/2017,3/7/2017,FOOD & BEVERAGE,14.22,2017,BOISE CASCADE COMPANY
W000814,HON. RANDY K. WEBER  SR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912383,BOISE CASCADE COMPANY,3/8/2017,3/8/2017,FOOD & BEVERAGE,24.05,2017,BOISE CASCADE COMPANY
W000814,HON. RANDY K. WEBER  SR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,E0500289,ARMSTRONG DELORES,1/12/2017,1/18/2017,FOOD & BEVERAGE,85,2017,ARMSTRONG DELORES
W000814,HON. RANDY K. WEBER  SR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/31/2017,AP,912379,BOISE CASCADE COMPANY,2/9/2017,2/9/2017,FOOD & BEVERAGE,6.48,2017,BOISE CASCADE COMPANY
W000814,HON. RANDY K. WEBER  SR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/31/2017,AP,912379,BOISE CASCADE COMPANY,2/14/2017,2/14/2017,FOOD & BEVERAGE,211.93,2017,BOISE CASCADE COMPANY
W000814,HON. RANDY K. WEBER  SR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/31/2017,AP,912379,BOISE CASCADE COMPANY,2/21/2017,2/21/2017,FOOD & BEVERAGE,30.08,2017,BOISE CASCADE COMPANY
W000814,HON. RANDY K. WEBER  SR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/3/2017,AP,E0471030,ARMSTRONG DELORES,10/13/2016,10/27/2016,FOOD & BEVERAGE,85,2016,ARMSTRONG DELORES
W000806,HON. DANIEL WEBSTER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912383,BOISE CASCADE COMPANY,3/3/2017,3/3/2017,FOOD & BEVERAGE,36.84,2017,BOISE CASCADE COMPANY
W000806,HON. DANIEL WEBSTER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/6/2017,AP,E0472847,BROWN CINDY,11/9/2016,11/10/2016,FOOD & BEVERAGE,37,2016,BROWN CINDY
W000806,HON. DANIEL WEBSTER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/6/2017,AP,E0472848,BROWN CINDY,11/16/2016,11/18/2016,FOOD & BEVERAGE,85,2016,BROWN CINDY
W000806,HON. DANIEL WEBSTER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/6/2017,AP,E0472850,BROWN CINDY,12/1/2016,12/1/2016,FOOD & BEVERAGE,25,2016,BROWN CINDY
W000806,HON. DANIEL WEBSTER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/6/2017,AP,E0472851,BROWN CINDY,12/8/2016,12/8/2016,FOOD & BEVERAGE,45,2016,BROWN CINDY
W000806,HON. DANIEL WEBSTER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/6/2017,AP,E0472854,KNIGHT NATALI V.,12/16/2016,12/16/2016,FOOD & BEVERAGE,20,2016,KNIGHT NATALI V.
W000806,HON. DANIEL WEBSTER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/18/2017,AP,E0471346,BROWN CINDY,10/13/2016,10/13/2016,FOOD & BEVERAGE,65,2016,BROWN CINDY
W000806,HON. DANIEL WEBSTER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/18/2017,AP,E0471347,BROWN CINDY,10/18/2016,10/18/2016,FOOD & BEVERAGE,20,2016,BROWN CINDY
W000806,HON. DANIEL WEBSTER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/26/2017,AP,E0472855,JONES PAMELA S.,12/6/2016,12/16/2016,FOOD & BEVERAGE,33,2016,JONES PAMELA S.
W000800,HON. PETER WELCH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/30/2017,AP,E0482056,LOEB ISAAC B.,1/4/2017,1/4/2017,FOOD & BEVERAGE,45,2017,LOEB ISAAC B.
W000800,HON. PETER WELCH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906777,BOISE CASCADE COMPANY,2/1/2017,2/1/2017,FOOD & BEVERAGE,51.81,2017,BOISE CASCADE COMPANY
W000800,HON. PETER WELCH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906777,BOISE CASCADE COMPANY,2/7/2017,2/7/2017,FOOD & BEVERAGE,13.21,2017,BOISE CASCADE COMPANY
W000800,HON. PETER WELCH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/14/2017,AP,E0495056,MCNAMARA MEGAN S.,2/15/2017,2/15/2017,FOOD & BEVERAGE,55.59,2017,MCNAMARA MEGAN S.
W000800,HON. PETER WELCH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912383,BOISE CASCADE COMPANY,3/1/2017,3/1/2017,FOOD & BEVERAGE,72.84,2017,BOISE CASCADE COMPANY
W000800,HON. PETER WELCH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,E0499600,SULLIVAN MEGAN C.,1/23/2017,1/23/2017,FOOD & BEVERAGE,26,2017,SULLIVAN MEGAN C.
W000800,HON. PETER WELCH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,E0499600,SULLIVAN MEGAN C.,1/30/2017,1/30/2017,FOOD & BEVERAGE,20,2017,SULLIVAN MEGAN C.
W000800,HON. PETER WELCH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,E0499600,SULLIVAN MEGAN C.,2/23/2017,2/23/2017,FOOD & BEVERAGE,70,2017,SULLIVAN MEGAN C.
W000800,HON. PETER WELCH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,E0499600,SULLIVAN MEGAN C.,12/21/2016,12/21/2016,FOOD & BEVERAGE,75,2016,SULLIVAN MEGAN C.
W000815,HON. BRAD R. WENSTRUP,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/16/2017,AP,E0485876,CUMMINS ANDREA R.,1/10/2017,1/20/2017,FOOD & BEVERAGE,40,2017,CUMMINS ANDREA R.
W000815,HON. BRAD R. WENSTRUP,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/16/2017,AP,E0485876,CUMMINS ANDREA R.,1/14/2017,1/16/2017,FOOD & BEVERAGE,114.85,2017,CUMMINS ANDREA R.
W000815,HON. BRAD R. WENSTRUP,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/7/2017,AP,E0491575,GROENKE JEFFREY D.,2/15/2017,2/15/2017,FOOD & BEVERAGE,37.4,2017,GROENKE JEFFREY D.
W000815,HON. BRAD R. WENSTRUP,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/7/2017,AP,E0491576,LYMAN APRIL M.,1/9/2017,2/1/2017,FOOD & BEVERAGE,354.58,2017,LYMAN APRIL M.
W000815,HON. BRAD R. WENSTRUP,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/23/2017,AP,E0496346,CUMMINS ANDREA R.,2/22/2017,2/22/2017,FOOD & BEVERAGE,40,2017,CUMMINS ANDREA R.
W000815,HON. BRAD R. WENSTRUP,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/23/2017,AP,E0496354,LYMAN APRIL M.,2/28/2017,2/28/2017,FOOD & BEVERAGE,229.78,2017,LYMAN APRIL M.
W000815,HON. BRAD R. WENSTRUP,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/12/2017,AP,E0473444,MCGHIE LISA A.,12/8/2016,12/9/2016,FOOD & BEVERAGE,238.85,2016,MCGHIE LISA A.
W000815,HON. BRAD R. WENSTRUP,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/18/2017,AP,E0473461,CUMMINS ANDREA R.,11/19/2016,11/19/2016,FOOD & BEVERAGE,91.46,2016,CUMMINS ANDREA R.
W000815,HON. BRAD R. WENSTRUP,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/18/2017,AP,E0473461,CUMMINS ANDREA R.,11/23/2016,11/23/2016,FOOD & BEVERAGE,30.96,2016,CUMMINS ANDREA R.
W000815,HON. BRAD R. WENSTRUP,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,E0478397,GROENKE JEFFREY D.,11/18/2016,11/18/2016,FOOD & BEVERAGE,87.36,2016,GROENKE JEFFREY D.
W000815,HON. BRAD R. WENSTRUP,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,E0478403,GROENKE JEFFREY D.,12/14/2016,12/17/2016,FOOD & BEVERAGE,43.84,2016,GROENKE JEFFREY D.
W000815,HON. BRAD R. WENSTRUP,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,E0478410,CUMMINS ANDREA R.,12/4/2016,12/8/2016,FOOD & BEVERAGE,52.82,2016,CUMMINS ANDREA R.
W000815,HON. BRAD R. WENSTRUP,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,E0478410,CUMMINS ANDREA R.,12/22/2016,12/22/2016,FOOD & BEVERAGE,20,2016,CUMMINS ANDREA R.
W000815,HON. BRAD R. WENSTRUP,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/1/2017,AP,E0481383,CITIBANK GOV CARD SERVICE,11/21/2016,11/21/2016,FOOD & BEVERAGE,56.5,2016,CITIBANK GOV CARD SERVICE
W000815,HON. BRAD R. WENSTRUP,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/2/2017,AP,E0489084,HARLEY DEREK N.,12/8/2016,12/9/2016,FOOD & BEVERAGE,83.31,2016,HARLEY DEREK N.
W000815,HON. BRAD R. WENSTRUP,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/7/2017,AP,E0491573,LYMAN APRIL M.,12/5/2016,12/5/2016,FOOD & BEVERAGE,24.5,2016,LYMAN APRIL M.
W000821,HON. BRUCE WESTERMAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/7/2017,AP,E0485356,CROSS TRACY,1/26/2017,1/26/2017,FOOD & BEVERAGE,35,2017,CROSS TRACY
W000821,HON. BRUCE WESTERMAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/7/2017,AP,E0485358,BALLINGER ROBERT A.,1/11/2017,1/28/2017,FOOD & BEVERAGE,110,2017,BALLINGER ROBERT A.
W000821,HON. BRUCE WESTERMAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/7/2017,AP,E0485361,COX CARA E.,1/17/2017,1/17/2017,FOOD & BEVERAGE,75,2017,COX CARA E.
W000821,HON. BRUCE WESTERMAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/24/2017,AP,E0498724,CROSS TRACY,3/7/2017,3/14/2017,FOOD & BEVERAGE,20,2017,CROSS TRACY
W000821,HON. BRUCE WESTERMAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/30/2017,AP,E0499893,BALLINGER ROBERT A.,2/18/2017,2/21/2017,FOOD & BEVERAGE,70,2017,BALLINGER ROBERT A.
W000796,HON. LYNN A. WESTMORELAND,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/5/2017,AP,E0472773,CITIBANK GOV CARD SERVICE,11/19/2016,11/19/2016,FOOD & BEVERAGE,260.63,2016,CITIBANK GOV CARD SERVICE
W000816,HON. ROGER WILLIAMS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/6/2017,AP,E0484765,FREEBAIRN J S.,1/18/2017,1/18/2017,FOOD & BEVERAGE,224.83,2017,FREEBAIRN J S.
W000816,HON. ROGER WILLIAMS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906777,BOISE CASCADE COMPANY,2/2/2017,2/2/2017,FOOD & BEVERAGE,29.23,2017,BOISE CASCADE COMPANY
W000816,HON. ROGER WILLIAMS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/6/2017,AP,E0492515,ALLRED HANNA R.,2/21/2017,2/21/2017,FOOD & BEVERAGE,13.87,2017,ALLRED HANNA R.
W000816,HON. ROGER WILLIAMS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/7/2017,AP,E0493903,NICHOLAS DONALD W.,2/7/2017,2/7/2017,FOOD & BEVERAGE,12.25,2017,NICHOLAS DONALD W.
W000816,HON. ROGER WILLIAMS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/7/2017,AP,E0493908,BALL ANDREA G.,2/22/2017,2/22/2017,FOOD & BEVERAGE,21.95,2017,BALL ANDREA G.
W000816,HON. ROGER WILLIAMS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/29/2017,AP,E0500290,FREEBAIRN J S.,3/3/2017,3/3/2017,FOOD & BEVERAGE,87.47,2017,FREEBAIRN J S.
W000808,HON. FREDERICA S. WILSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/23/2017,AP,E0489733,CITIBANK GOV CARD SERVICE,1/3/2017,1/3/2017,FOOD & BEVERAGE,336.5,2017,CITIBANK GOV CARD SERVICE
W000795,HON. JOE WILSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/10/2017,AP,E0485800,RUTHVEN MARTHA K.,1/6/2017,1/25/2017,FOOD & BEVERAGE,68,2017,RUTHVEN MARTHA K.
W000795,HON. JOE WILSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-WE THE PIZZA,1/3/2017,1/28/2017,FOOD & BEVERAGE,141.2,2017,CITI PCARD-WE THE PIZZA
W000795,HON. JOE WILSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/22/2017,AP,E0497965,SALEEBY EMILY A.,1/19/2017,1/19/2017,FOOD & BEVERAGE,18,2017,SALEEBY EMILY A.
W000809,HON. STEVE WOMACK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/3/2017,AP,E0484275,SCAGGS JANICE R.,1/10/2017,1/24/2017,FOOD & BEVERAGE,31,2017,SCAGGS JANICE R.
W000809,HON. STEVE WOMACK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/3/2017,AP,E0484280,ACKERMAN JOYCE L.,1/5/2017,1/19/2017,FOOD & BEVERAGE,84.94,2017,ACKERMAN JOYCE L.
W000809,HON. STEVE WOMACK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/16/2017,AP,902686,BOISE CASCADE COMPANY,1/23/2017,1/23/2017,FOOD & BEVERAGE,264.3,2017,BOISE CASCADE COMPANY
W000809,HON. STEVE WOMACK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/6/2017,AP,E0492558,SCAGGS JANICE R.,2/7/2017,2/7/2017,FOOD & BEVERAGE,10,2017,SCAGGS JANICE R.
W000809,HON. STEVE WOMACK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/6/2017,AP,E0492559,GARRETT TERI L.,2/27/2017,2/27/2017,FOOD & BEVERAGE,10,2017,GARRETT TERI L.
W000809,HON. STEVE WOMACK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/6/2017,AP,E0492560,FOSTER JANET,1/31/2017,2/2/2017,FOOD & BEVERAGE,62.94,2017,FOSTER JANET
W000809,HON. STEVE WOMACK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/31/2017,AP,912379,BOISE CASCADE COMPANY,2/16/2017,2/16/2017,FOOD & BEVERAGE,20.32,2017,BOISE CASCADE COMPANY
W000809,HON. STEVE WOMACK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/31/2017,AP,912379,BOISE CASCADE COMPANY,2/27/2017,2/27/2017,FOOD & BEVERAGE,24.87,2017,BOISE CASCADE COMPANY
W000809,HON. STEVE WOMACK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/10/2017,AP,E0476096,ACKERMAN JOYCE L.,12/2/2016,12/15/2016,FOOD & BEVERAGE,79.55,2016,ACKERMAN JOYCE L.
W000809,HON. STEVE WOMACK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/10/2017,AP,E0476099,BADER DAVID,12/2/2016,12/2/2016,FOOD & BEVERAGE,53.01,2016,BADER DAVID
W000809,HON. STEVE WOMACK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/10/2017,AP,E0476103,SCAGGS JANICE R.,12/13/2016,12/13/2016,FOOD & BEVERAGE,10,2016,SCAGGS JANICE R.
W000809,HON. STEVE WOMACK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/17/2017,AP,897454,BOISE CASCADE COMPANY,12/21/2016,12/21/2016,FOOD & BEVERAGE,115.26,2016,BOISE CASCADE COMPANY
W000809,HON. STEVE WOMACK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/25/2017,AP,900788,BOISE CASCADE COMPANY,12/21/2016,12/21/2016,FOOD & BEVERAGE,45.04,2016,BOISE CASCADE COMPANY
W000810,HON. ROB WOODALL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/6/2017,AP,897043,GABRYSH ELENA L.,11/12/2016,11/12/2016,FOOD & BEVERAGE,18,2016,GABRYSH ELENA L.
Y000062,HON. JOHN A. YARMUTH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/22/2017,AP,E0497228,SPRATT SHELLEY M,1/15/2017,1/15/2017,FOOD & BEVERAGE,16.68,2017,SPRATT SHELLEY M
Y000062,HON. JOHN A. YARMUTH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/6/2017,AP,E0473771,PARDUE BROOKE P,11/30/2016,11/30/2016,FOOD & BEVERAGE,62.51,2016,PARDUE BROOKE P
Y000062,HON. JOHN A. YARMUTH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/27/2017,AP,E0473775,PARDUE BROOKE P,12/1/2016,12/2/2016,FOOD & BEVERAGE,257.23,2016,PARDUE BROOKE P
Y000063,HON. KEVIN YODER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/8/2017,AP,E0484538,PATTERSON ETHAN,1/27/2017,1/31/2017,FOOD & BEVERAGE,85,2017,PATTERSON ETHAN
Y000063,HON. KEVIN YODER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/8/2017,AP,E0484540,NORTHEAST JOHNSON COUNTY CHAMBER OF COMM,1/19/2017,1/19/2017,FOOD & BEVERAGE,35,2017,NORTHEAST JOHNSON COUNTY CHAMBER OF COMM
Y000063,HON. KEVIN YODER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/8/2017,AP,E0484824,HAASE MOLLY,1/3/2017,1/10/2017,FOOD & BEVERAGE,36.59,2017,HAASE MOLLY
Y000063,HON. KEVIN YODER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/8/2017,AP,E0491709,CASHMAN HEIDI L.,1/20/2017,2/15/2017,FOOD & BEVERAGE,105,2017,CASHMAN HEIDI L.
Y000063,HON. KEVIN YODER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/9/2017,AP,E0493165,OVERLAND PARK CHAMBER OF COMME,2/18/2017,2/18/2017,FOOD & BEVERAGE,25,2017,OVERLAND PARK CHAMBER OF COMME
Y000063,HON. KEVIN YODER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/14/2017,AP,E0494136,OVERLAND PARK CHAMBER OF COMME,2/22/2017,2/22/2017,FOOD & BEVERAGE,35,2017,OVERLAND PARK CHAMBER OF COMME
Y000063,HON. KEVIN YODER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/14/2017,AP,E0494139,HAASE MOLLY,1/31/2017,2/28/2017,FOOD & BEVERAGE,126.64,2017,HAASE MOLLY
Y000063,HON. KEVIN YODER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/10/2017,AP,897279,METSKER SUSAN,10/17/2016,10/27/2016,FOOD & BEVERAGE,398.57,2016,METSKER SUSAN
Y000063,HON. KEVIN YODER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/8/2017,AP,E0484822,HAASE MOLLY,12/12/2016,12/12/2016,FOOD & BEVERAGE,17.29,2016,HAASE MOLLY
Y000065,HON. TED S. YOHO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/25/2017,AP,900788,BOISE CASCADE COMPANY,1/5/2017,1/5/2017,FOOD & BEVERAGE,13.32,2017,BOISE CASCADE COMPANY
Y000065,HON. TED S. YOHO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/14/2017,AP,E0487133,HON TED S YOHO,1/28/2017,1/28/2017,FOOD & BEVERAGE,77.38,2017,HON TED S YOHO
Y000065,HON. TED S. YOHO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/16/2017,AP,902686,BOISE CASCADE COMPANY,1/18/2017,1/18/2017,FOOD & BEVERAGE,75,2017,BOISE CASCADE COMPANY
Y000065,HON. TED S. YOHO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/16/2017,AP,902686,BOISE CASCADE COMPANY,1/30/2017,1/30/2017,FOOD & BEVERAGE,55.71,2017,BOISE CASCADE COMPANY
Y000065,HON. TED S. YOHO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906777,BOISE CASCADE COMPANY,1/30/2017,1/30/2017,FOOD & BEVERAGE,36.3,2017,BOISE CASCADE COMPANY
Y000065,HON. TED S. YOHO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906777,BOISE CASCADE COMPANY,2/7/2017,2/7/2017,FOOD & BEVERAGE,6.28,2017,BOISE CASCADE COMPANY
Y000065,HON. TED S. YOHO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/4/2017,AP,E0493086,HON TED S YOHO,1/28/2017,1/28/2017,FOOD & BEVERAGE,19.9,2017,HON TED S YOHO
Y000065,HON. TED S. YOHO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/9/2017,AP,E0493166,HON TED S YOHO,2/21/2017,2/21/2017,FOOD & BEVERAGE,142.1,2017,HON TED S YOHO
Y000065,HON. TED S. YOHO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/23/2017,AP,E0497893,HON TED S YOHO,3/2/2017,3/10/2017,FOOD & BEVERAGE,237.19,2017,HON TED S YOHO
Y000065,HON. TED S. YOHO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912383,BOISE CASCADE COMPANY,2/28/2017,2/28/2017,FOOD & BEVERAGE,62.63,2017,BOISE CASCADE COMPANY
Y000065,HON. TED S. YOHO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912383,BOISE CASCADE COMPANY,3/8/2017,3/8/2017,FOOD & BEVERAGE,81.08,2017,BOISE CASCADE COMPANY
